A,B,result
Linear_system,Shading,0
Cryptography,Algorithm_design,1
Finite-state_machine,Interpolation,0
Logic_programming,Discrete_mathematics,1
Recurrence_relation,Integer,1
Ray_tracing_(graphics),Shading,1
Kernel_(computing),Operating_system,1
Atomicity_(database_systems),Object_(computer_science),1
Geometry,Mathematics,1
Imperative_programming,Computer_programming,1
Speech_recognition,Tensor,0
Cryptanalysis,Computation,1
Pushdown_automaton,SQL,0
Recursion,Polynomial,1
Symbol_table,Kalman_filter,0
Formal_methods,Computer,1
Approximation_algorithm,Mathematical_optimization,1
Computer_software,Input/output,1
Cryptanalysis,Probability_theory,1
Inheritance_(object-oriented_programming),Data_structure,1
Machine_translation,Computer_science,1
Hidden_line_removal,Computation,1
Discrete_mathematics,Run_time_(program_lifecycle_phase),0
Lock_(computer_science),Integral,0
Part-of-speech_tagging,Neural_network,0
Mathematics,Foundations_of_mathematics,1
Model_of_computation,Logic_programming,0
Database_system,Database,1
Hidden_line_removal,Foundations_of_mathematics,1
Server_(computing),Lock_(computer_science),0
Transaction_processing,Database_transaction,1
Relational_database,Computer,1
Recursion,Randomization,0
Inference,Uncertainty,1
Garbage_collection_(computer_science),Web_search_engine,0
Lexical_analysis,Automata_theory,1
Relational_database,Computing,1
Python_(programming_language),Algorithm,1
Index_(database),Very_long_instruction_word,0
Iterative_method,Polynomial,1
"Best,_worst_and_average_case",Hidden_line_removal,0
Computer_animation,Image,1
Data_mining,Computational_science,1
Computer_science,Computing,0
Array_data_structure,Image,0
Linear_algebra,Quantum_mechanics,0
Computer_graphics,Graphics,1
Human-computer_interaction,Analysis_of_algorithms,0
Polynomial,Transaction_processing,0
Monad_(functional_programming),Computer_programming,1
Autonomous_robot,Graphical_model,0
Algebra,Foundations_of_mathematics,1
Data_mining,Algorithm,1
Database_management_system,Computer_software,0
Traffic_analysis,Mathematical_proof,1
Recursively_enumerable_set,Application_software,0
Robot,Semantics_of_programming_languages,0
Recurrence_relation,Automata_theory,0
Fast_Fourier_transform,Foundations_of_mathematics,1
Traffic_analysis,Information_security,1
Robotics,Instruction_set,0
Computer_security,Estimation_theory,0
Hash_table,Data_structure,1
Scheduling_(computing),Computing,1
Complexity_class,Computational_complexity_theory,1
Interaction_design,Finite_set,0
Monte_Carlo_method,Expected_value,1
Graphics_processing_unit,Computer_science,1
NP-complete,Algorithm,1
Internet,Perl,0
Neural_network,Pattern_recognition,1
Variable_(computer_science),Computing,1
Autonomous_robot,Recursion,0
Programming_paradigm,Data_structure,1
List_of_undecidable_problems,User_interface_design,0
Martingale_(probability_theory),Mathematical_induction,0
Transaction_processing,Operating_system,1
Introduction_to_Algorithms,Parallel_algorithm,0
Visualization_(computer_graphics),Algorithm,1
Kinematics,Software_framework,0
Algorithm,Software_framework,0
Mathematical_optimization,NP-complete,0
Parsing,Foundations_of_mathematics,1
Cryptography,Logic,1
Calculus,Foundations_of_mathematics,1
Web_browser,Operating_system,0
Geometry,Procedural_programming,0
Robot,Logic,1
Abstraction_(computer_science),Number_theory,1
Recursion_(computer_science),Finite_set,0
Relational_database,Predicate_logic,1
Mathematical_optimization,Mathematical_model,1
NP-complete,Theoretical_computer_science,1
Computer_science,Virtual_memory,0
Computational_geometry,Bayesian_probability,0
User_interface,Uncertainty,0
Symmetric_multiprocessing,"Best,_worst_and_average_case",0
String_(computer_science),Application_programming_interface,0
Feature_extraction,Digital_electronics,0
Scientific_modelling,Sequence_alignment,0
Natural_language_processing,Machine_learning,1
Quantum_mechanics,Probability,1
Arithmetic_logic_unit,Combinational_logic,1
Inference,ML_(programming_language),0
C_(programming_language),Symmetric_multiprocessing,0
Computation,Input/output,0
Newton's_method,Cryptography,0
Cluster_analysis,Computer,1
Application_programming_interface,Computational_science,1
Robotics,Continuous_function,0
Parsing,Problem_solving,1
Personal_computer,Parallel_computing,0
Model_of_computation,Modular_arithmetic,0
Arithmetic_logic_unit,Procedural_programming,0
Complexity_class,Mathematical_induction,1
Packet_switching,Data_(computing),1
Graph_(mathematics),Mathematics,1
Regular_language,Computability,1
Information_assurance,Bayesian_probability,0
Semantics,Formal_verification,0
Quantum_computer,Introduction_to_Algorithms,0
Amortized_analysis,Transaction_processing,0
Recommender_system,Algorithm,1
Regular_language,Logic,1
Machine_learning,Integer,1
Microcode,Assembly_language,1
Thread_(computer_science),Integer,0
Computer_multitasking,Feature_extraction,0
Support_vector_machine,Logic,1
Distributed_computing,Computer,1
Data,Model_checking,0
Distributed_algorithms,Polynomial,1
Nonlinear_system,Recursion_(computer_science),0
Run_time_(program_lifecycle_phase),Estimation_theory,0
Data_(computing),Logic_programming,0
User_interface_design,Performance_tuning,0
Round-off_error,Operating_system,0
Programming_paradigm,Automata_theory,1
Query_optimization,Polynomial,0
Computational_complexity_theory,Parsing,0
Lisp_(programming_language),Mathematics,1
Natural_language_processing,Computer,1
Parallel_algorithm,Symbol_table,0
Public-key_cryptography,Logic,1
Semantics_of_programming_languages,Arithmetic,0
Computer_programming,Mathematics,1
Telecommunications_network,Central_processing_unit,0
Information_assurance,Combinatorics,0
Genetic_algorithm,Combinatorics,1
Divide_and_conquer_algorithm,Lock_(computer_science),0
Game_theory,Probability_theory,1
Scope_(computer_science),Computer,1
Fast_Fourier_transform,Signal_processing,1
Fourier_analysis,Mathematics,1
Motion_planning,Conditional_probability,0
SQL,Object_(computer_science),1
Concurrency_(computer_science),Computation,1
Mathematical_induction,Mathematical_proof,1
Data_mining,Automata_theory,1
Computer_network,Communication,1
Computer_vision,Asymptotic_analysis,1
MATLAB,Programming_language,1
Unsupervised_learning,Algorithm,1
Graphical_user_interface,Arithmetic,1
Distributed_algorithms,Iterative_method,1
Profiling_(computer_programming),Iterative_method,1
HTML,Discrete_mathematics,0
Peer-to-peer,Run_time_(program_lifecycle_phase),0
Cluster_analysis,Computer_science,1
Pipeline_(computing),Computing,0
Memory_hierarchy,Cryptanalysis,0
Continuous_function,Scalability,0
Random_graph,Mathematics,1
Graphics_processing_unit,Computer_multitasking,0
Algorithm_design,Integer,1
Least_squares,Compiler_optimization,0
HTML,Arithmetic,1
Complexity,Computation,1
Parallel_algorithm,Lock_(computer_science),1
Cluster_analysis,Database_transaction,0
Monad_(functional_programming),Very_long_instruction_word,0
Formal_verification,C_(programming_language),0
Kinematics,Message_Passing_Interface,0
Data_mining,Theoretical_computer_science,1
Relational_database_management_system,Data,1
PSPACE,Turing_machine,1
Lazy_evaluation,Data_structure,1
Polymorphism_(computer_science),Computer_programming,1
Random_graph,Regular_expression,0
Human-computer_interaction,Interface_(computing),1
"Best,_worst_and_average_case",Graph_theory,1
Software_development,Database_transaction,0
Exponential_family,High-level_programming_language,0
System_call,Polynomial,0
Neural_network,Quantum_cryptography,0
Computer_animation,Data,1
Software_testing,Object-oriented_programming,1
Haskell_(programming_language),Computer,1
Assembly_language,Nonlinear_system,0
Software_framework,Big_data,0
Structured_programming,First-order_logic,0
Formal_verification,Floating_point,0
Distributed_algorithms,Probability_theory,0
Discrete_mathematics,Arithmetic,1
Scope_(computer_science),Programming_language,1
SQL,Data_structure,1
Parsing,NP-complete,0
Computational_chemistry,Computer,1
Pushdown_automaton,String_(computer_science),1
Monte_Carlo_method,Concurrency_control,0
PSPACE,Mathematics,1
Programming_style,Vector_processor,0
Bayesian_network,Denotational_semantics,0
Garbage_collection_(computer_science),Graph_theory,1
Time_complexity,Algorithm,1
Quantum_computer,Algorithm_design,1
Imperative_programming,Computer_science,1
Distributed_algorithms,Bayesian_probability,0
Poisson_distribution,Mathematics,1
Digital_signature,Algebra,0
Programming_language,Recursion_(computer_science),0
Recursively_enumerable_set,Computing,1
User_interface_design,Image_processing,0
Theoretical_computer_science,Data_structure,0
Virtual_reality,Logic_programming,0
Statistical_hypothesis_testing,Interface_(computing),0
Programming_paradigm,Stochastic_process,0
Quantum_computer,Foundations_of_mathematics,1
Computer_architecture,Graph_theory,1
Ray_tracing_(graphics),Garbage_collection_(computer_science),0
Processor_register,Algebra,0
Prolog,Digital_electronics,0
Computational_learning_theory,Mathematics,1
Distributed_algorithms,Knowledge_representation_and_reasoning,0
Sentiment_analysis,Computational_science,1
Combinatorics,Algebra,1
Abstract_data_type,Computer,1
Lazy_evaluation,Computer_science,1
High-level_programming_language,Database_design,0
Mathematical_optimization,Algorithm,1
Robotics,Wireless_sensor_network,0
Economics,Compiler,0
Neural_network,Machine_learning,1
Database,Data,1
Computer_software,Haskell_(programming_language),0
Processor_register,Array_data_structure,1
Prolog,Computer_programming,1
Complexity_class,Integer,1
Problem_solving,Human-computer_interaction,0
Graph_coloring,Graph_theory,1
Computer_programming,Computation,1
Transaction_processing,Software_testing,0
Autonomous_robot,Kinematics,1
Message_passing,Graph_theory,1
Performance_tuning,Geometry,0
Newton's_method,Eigenvalues_and_eigenvectors,1
Object-oriented_programming,Foundations_of_mathematics,1
Profiling_(computer_programming),Computer,1
Computational_problem,Bayesian_probability,0
Bayesian_probability,Symbol_table,0
Statistical_inference,Lazy_evaluation,0
Public-key_cryptography,Discrete_mathematics,1
Database,Operating_system,1
Inheritance_(object-oriented_programming),Sequence_alignment,0
Natural_language,Boundary_value_problem,0
Finite-state_machine,Automata_theory,1
Document_classification,File_system,0
Natural_language_processing,Graph_(mathematics),1
Reason,Input/output,0
Profiling_(computer_programming),Abstraction_(computer_science),1
Programming_paradigm,P_versus_NP_problem,0
Data_type,Robot,0
3D_modeling,Propositional_calculus,0
Web_search_engine,Combinatorics,1
Digital_electronics,Data_mining,0
Least_squares,Fixed_point_(mathematics),0
Floating_point,Pattern_recognition,0
Peer-to-peer,Computer,1
Application_software,Computational_science,0
Index_(database),Data_(computing),1
Bioinformatics,Denotational_semantics,0
Operating_system,First-order_logic,0
Partial_differential_equation,Differential_equation,1
Unsupervised_learning,Statistical_inference,1
Sentiment_analysis,Document_classification,1
Finite_element_method,Motion_capture,0
Communication,Mathematical_optimization,0
Operating_system,Algorithm,1
Concurrency_control,Discrete_mathematics,1
Java_(programming_language),Computational_complexity_theory,1
Message_passing,Number_theory,1
Fourier_analysis,Computer_graphics,0
Thread_(computer_science),Multiplication,0
Dynamic_programming,Polynomial,1
Telecommunications_network,Lock_(computer_science),0
P_versus_NP_problem,Logic,1
Interface_(computing),Virtual_reality,0
Debugging,Programming_language,1
Probability_theory,Entropy,0
Perl,Regular_expression,1
ML_(programming_language),Computer,1
Complexity_class,Computing,1
Numerical_analysis,Mathematical_induction,1
Instruction_set,Document_classification,0
Scope_(computer_science),Combinatorics,0
Discrete_mathematics,NP-complete,0
Robotics,Shading,0
Integral,Regular_expression,0
Probability_theory,Markov_process,0
MapReduce,Design_pattern_(computer_science),0
Formal_language,Computer,1
Regular_language,Exponential_family,0
Reinforcement_learning,Graph_theory,1
Parallel_algorithm,Computer_science,1
Mathematical_model,Deadlock,0
PSPACE,Computer_simulation,0
Concurrent_computing,Computer,1
Recurrence_relation,Combinatorics,1
Message_passing,Mathematics,1
String_searching_algorithm,Foundations_of_mathematics,1
Stochastic_process,Dynamic_memory_allocation,0
Arithmetic_logic_unit,Symmetric_multiprocessing,0
Mutual_exclusion,Correlation_and_dependence,0
Hidden_line_removal,Rendering_(computer_graphics),0
Automata_theory,Communication,0
Symbol_table,Discrete_mathematics,1
Kernel_(computing),Recursion,0
Cryptographic_hash_function,Mathematical_proof,1
Random_graph,3D_computer_graphics,0
Time_complexity,Computability,1
Computational_problem,World_Wide_Web,0
Hidden_Markov_model,Finite_element_method,0
Inequality_(mathematics),First-order_logic,0
Compiler,Variable_(computer_science),0
Malware,Computer_network,1
Algorithm_design,Cryptographic_hash_function,0
Formal_language,Foundations_of_mathematics,1
Type_system,First-order_logic,0
Scheduling_(computing),Communication,0
Design_of_experiments,Data,1
Concurrency_(computer_science),Lock_(computer_science),1
Automated_theorem_proving,Feature_extraction,0
PSPACE,Computational_complexity_theory,1
Computer_science,Integral,0
Computer_science,Arithmetic,1
Message_passing,Hidden_Markov_model,0
Autonomous_robot,Motion_planning,1
Monte_Carlo_method,Discrete_mathematics,1
String_searching_algorithm,Integer,1
Computer_vision,Numerical_analysis,1
Decision_theory,Data,1
Computer_programming,Logic,1
Automated_planning_and_scheduling,Computer_science,1
Partial_differential_equation,Matrix_(mathematics),1
Software_design,Logic,1
Formal_language,Data_structure,1
Dynamic_memory_allocation,Input/output,1
Graphical_user_interface,Lexical_analysis,0
Formal_methods,Personal_computer,0
Perl,Computer_science,1
System_call,Game_theory,0
Algorithm_design,Mathematics,1
Compiler_optimization,Microprocessor,0
Visualization_(computer_graphics),Geometry,1
Computer_architecture,Number_theory,1
Web_service,Interpolation,0
Functional_programming,Scalability,0
Lisp_(programming_language),Programming_language,1
Message_Passing_Interface,Correlation_and_dependence,0
Recommender_system,Artificial_intelligence,1
Parallel_algorithm,Computing,1
Document_classification,Discrete_mathematics,1
Symbol_table,Economics,0
Query_optimization,Denotational_semantics,0
Kinematics,Digital_electronics,0
Query_language,Data_structure,1
Recurrence_relation,Mathematical_induction,1
Software_engineering,Iterative_method,1
Java_(programming_language),Computer,1
String_searching_algorithm,Mathematics,1
Divide_and_conquer_algorithm,Combinatorics,1
Theory_of_computation,Computer,1
SQL,Computing,1
Recursion_(computer_science),Abstraction_(computer_science),1
Program_optimization,Computer_science,1
Graph_theory,Semantics_of_programming_languages,0
Computational_complexity_theory,Semantics_of_programming_languages,0
Recurrence_relation,Information_security,0
Hidden_line_removal,Computability,1
Partial_differential_equation,Numerical_analysis,1
Scalability,Java_(programming_language),1
Algorithm_design,Question_answering,0
Performance_tuning,Eigenvalues_and_eigenvectors,0
Design_of_experiments,Data_type,0
Reason,Garbage_collection_(computer_science),0
Scalability,Computer_programming,1
Functional_programming,Generic_programming,1
Application_software,Digital_electronics,1
Software_framework,Data_structure,1
Performance_tuning,Multi-core_processor,0
Automatic_programming,Sparse_matrix,0
Volume_rendering,Computer_graphics,1
Database,Data_structure,1
Logic_programming,Graph_theory,1
Round-off_error,Sufficient_statistic,0
Recursion_(computer_science),Web_browser,0
Speech_recognition,Random_variable,1
Compiler,Parsing,1
Rendering_(computer_graphics),SQL,0
Profiling_(computer_programming),Probability_theory,0
Program_analysis,Graph_theory,1
Reinforcement_learning,Machine_learning,1
Mathematical_model,Foundations_of_mathematics,1
Inter-process_communication,Modular_programming,0
Random_walk,Graph_(mathematics),1
Data_mining,Reinforcement_learning,0
Computer_programming,Foundations_of_mathematics,1
Assembly_language,Stack_(data_structure),0
Number_theory,Digital_signature,0
Cryptography,Iterative_method,1
Cryptanalysis,Finite_set,0
Programming_language,NP_(complexity),0
SQL,Computability,1
Query_optimization,Programming_language,1
Parametric_polymorphism,Automata_theory,1
Theoretical_computer_science,Scripting_language,0
Program_optimization,Mathematical_induction,1
Markov_process,Social_network,0
Database_design,Operating_system,1
Cache_coherence,Quantum_cryptography,0
Software_engineering,Data_type,1
Martingale_(probability_theory),Markov_chain,1
Linear_system,Bayesian_probability,0
Graphics,Denotational_semantics,0
Computing,Computer_network,0
Hidden_Markov_model,Symbol_table,0
Functional_programming,Computability,1
Input/output,Gradient_descent,0
Algorithm,Regular_expression,0
Formal_language,Computer_programming,1
Neural_network,P_versus_NP_problem,0
Queue_(data_structure),Array_data_structure,1
Calculus,Arithmetic,1
Modular_arithmetic,Algebra,1
Quantum_cryptography,Computational_complexity_theory,1
Sentiment_analysis,Natural_language,1
Computational_learning_theory,Uncertainty,1
Parallel_computing,Mathematics,1
Markov_chain,3D_modeling,0
Random_variable,File_system,0
Algorithm_design,Introduction_to_Algorithms,1
Partial_differential_equation,Computational_learning_theory,0
Motion_planning,Kalman_filter,0
User_interface_design,Computer_security,0
C++,Logic,1
Stochastic_process,Floating_point,0
Information_security,Web_browser,0
Imperative_programming,Foundations_of_mathematics,1
Suffix_tree,Regular_expression,1
Parsing,Web_server,0
Symmetric_multiprocessing,Concurrency_(computer_science),1
Time_complexity,Computer,1
Transaction_processing,Calculus,0
Hash_table,Machine_learning,0
Procedural_programming,Debugging,0
Programming_paradigm,Programming_language,1
Symmetric_multiprocessing,Finite_set,0
Decision_theory,Polynomial,1
Profiling_(computer_programming),Theoretical_computer_science,1
Memory_hierarchy,Sufficient_statistic,0
Scripting_language,Abstract_data_type,0
Hidden_line_removal,Turing_machine,0
Control_flow,Software_engineering,0
Mobile_device,Computational_science,0
Matrix_(mathematics),Mathematical_optimization,0
Theory_of_computation,System_call,0
Analysis_of_algorithms,Logic,1
User_interface,Algorithm,1
Undecidable_problem,Foundations_of_mathematics,1
System_programming,Modular_arithmetic,0
Computer_animation,Geometry,1
Recursion,Data_(computing),0
Graph_theory,Mathematics,1
Java_(programming_language),Data_structure,1
Randomized_algorithm,Mathematical_induction,1
Round-off_error,Markov_process,0
Document_classification,Image,0
Information_security,Context-free_grammar,0
Software_engineering,Computational_science,1
Compiler_optimization,Round-off_error,0
Object-oriented_programming,Programming_paradigm,0
Computer_graphics,Abstraction_(computer_science),1
Programmer,MapReduce,0
Virtual_memory,Input/output,1
Performance_tuning,C_(programming_language),0
Geometric_modeling,Theoretical_computer_science,1
Logic_programming,Natural_language,0
Cryptography,Mutual_exclusion,0
Atomicity_(database_systems),Virtual_memory,0
Algorithm,Mathematical_proof,1
Multi-core_processor,NP-complete,0
Web_service,Amortized_analysis,0
Debugging,Computing,1
Cryptanalysis,Problem_solving,1
PSPACE,Discrete_mathematics,1
Personal_computer,Arithmetic,1
First-order_logic,Graph_coloring,0
Application_programming_interface,Computer,1
Pattern_recognition,Number_theory,1
Programmer,Natural_language_processing,0
Cache_coherence,Motion_capture,0
Natural_language_processing,Queue_(data_structure),0
Computational_chemistry,Computational_science,1
Geometric_modeling,Foundations_of_mathematics,1
Assembly_language,Interactivity,0
Computer_science,Regular_expression,0
JavaScript,Shortest_path_problem,0
Undecidable_problem,World_Wide_Web,0
Graphical_model,Random_variable,1
Compiler_optimization,Parallel_computing,0
Analysis_of_algorithms,Graph_(mathematics),1
Machine_translation,Interaction_design,0
Question_answering,Numerical_analysis,1
Artificial_intelligence,List_of_undecidable_problems,0
Support_vector_machine,Algorithm,1
Debugging,Program_optimization,0
Knowledge_representation_and_reasoning,Garbage_collection_(computer_science),0
Social_network,Coding_theory,0
B-tree,Foundations_of_mathematics,1
Relational_database_management_system,Natural_language_processing,0
Relational_database,Graph_theory,1
Martingale_(probability_theory),Robotics,0
Peer-to-peer,Kinematics,0
Microprocessor,Computational_geometry,0
List_of_undecidable_problems,Computational_geometry,0
Scientific_visualization,Computer_science,1
Quantum_cryptography,Time_complexity,0
Semidefinite_programming,Quantum_computer,0
Complexity_class,Database,0
Lazy_evaluation,Semidefinite_programming,0
Software_development,Logic,1
Denotational_semantics,Combinatorics,0
MapReduce,Communication,0
Poisson_distribution,Probability_theory,1
Rendering_(computer_graphics),Programming_style,0
Pattern_matching,Discrete_mathematics,0
ML_(programming_language),Computer_science,1
First-order_logic,Procedural_programming,0
Turing_machine,Polymorphism_(computer_science),0
Ray_tracing_(graphics),Mathematics,1
Algorithm_design,Randomized_algorithm,0
Information_security,Programmer,0
Computer_network,Number_theory,1
Computer_graphics,Iterative_method,1
Object-oriented_programming,Computability,1
Processor_register,Exponential_family,0
Design_of_experiments,Motion_capture,0
Exponential_family,Algebra,1
Least_squares,Theoretical_computer_science,0
Formal_language,Computer_science,1
Concurrency_control,Computer,1
JavaScript,World_Wide_Web,1
Operating_system,Arithmetic,1
Python_(programming_language),High-level_programming_language,1
Web_search_engine,Iterative_method,1
Big_data,Algorithm_design,0
Least_squares,Numerical_analysis,1
Garbage_collection_(computer_science),Pattern_recognition,0
Mathematical_proof,Speech_recognition,0
Linear_system,Information_theory,0
Genetic_algorithm,Data_(computing),0
Concurrency_control,Finite-state_machine,0
Boundary_value_problem,Partial_differential_equation,1
Database_transaction,Lexical_analysis,0
Suffix_tree,Unsupervised_learning,0
Program_analysis,Nonlinear_system,0
Document_classification,Artificial_intelligence,1
Software_testing,3D_computer_graphics,0
Reason,CPU_cache,0
Geometric_modeling,Mathematics,1
Computational_chemistry,Computability,1
Database_system,Correlation_and_dependence,0
Inheritance_(object-oriented_programming),Object-oriented_programming,1
3D_modeling,Motion_capture,0
NP-complete,Number_theory,1
Randomization,Semidefinite_programming,0
Martingale_(probability_theory),Partial_differential_equation,0
Artificial_intelligence,Statistical_hypothesis_testing,0
Interaction_design,Wireless_sensor_network,0
Speech_recognition,Computer_science,1
Data_analysis,Finite_set,0
Object-oriented_programming,Superscalar,0
Mathematical_proof,Image_processing,0
Linked_list,Foundations_of_mathematics,1
Model_checking,Computer_science,1
Software_development,Graph_theory,1
Expert_system,Computer_science,1
Pattern_matching,String_(computer_science),1
Machine_learning,Programming_language,1
Concurrency_(computer_science),Computer_programming,1
Ray_tracing_(graphics),Computational_science,1
Computer_graphics,Computer,1
Rendering_(computer_graphics),Garbage_collection_(computer_science),0
Congestion_control,Data_(computing),1
Object_(computer_science),Computer_simulation,0
Randomized_algorithm,Coding_theory,0
Speech_recognition,Computer,1
Quantum_computer,Integer,1
Finite_difference,Integer,1
Mobile_device,ML_(programming_language),0
Computer_vision,Computational_science,1
Interactivity,System_call,0
Polynomial,Automated_planning_and_scheduling,0
Computer_software,Symmetric_multiprocessing,0
Programming_paradigm,Mathematics,1
Peer-to-peer,Symmetric_multiprocessing,0
Sentiment_analysis,Concurrency_control,0
Computer_network,Natural_language_processing,0
Statistical_inference,Mathematics,1
C++,Computing,1
Random_walk,Formal_verification,0
Expected_value,Computational_chemistry,0
Complexity_class,Computational_science,0
Mathematical_model,Computer_animation,0
Concurrency_control,Computer_security,0
Assembly_language,Routing,0
Sufficient_statistic,Randomization,0
Neural_network,Statistical_inference,1
Integer,Pattern_matching,0
Database_design,Relational_algebra,1
Relational_database,Arithmetic,1
Pushdown_automaton,Randomized_algorithm,0
Statistical_hypothesis_testing,Performance_tuning,0
Finite_element_method,Wireless_sensor_network,0
First-order_logic,Security,0
Exponential_family,Automata_theory,0
Approximation,Integral,0
Time_complexity,Discrete_mathematics,1
Atomicity_(database_systems),Data_structure,1
Hidden_Markov_model,Statistical_inference,1
Spanning_tree,Pattern_recognition,0
Hidden_line_removal,Computer_science,1
Computer_simulation,Graph_theory,1
Mathematical_model,Compiler,0
Knowledge_representation_and_reasoning,Graph_theory,1
Theory_of_computation,Foundations_of_mathematics,1
Robot,Artificial_intelligence,1
Formal_methods,Signal_processing,0
Divide_and_conquer_algorithm,Computability,1
Run_time_(program_lifecycle_phase),Mathematics,1
Algorithm_design,Array_data_structure,0
Central_processing_unit,Mathematical_model,0
Programming_style,Data_structure,1
Image_processing,Arithmetic_logic_unit,0
Expert_system,Artificial_intelligence,1
Shortest_path_problem,Memory_management,0
Semidefinite_programming,Linear_programming,1
Feature_extraction,Part-of-speech_tagging,0
Computing,Unsupervised_learning,0
P_versus_NP_problem,Control_flow,0
Machine_translation,Kernel_(computing),0
Stochastic_process,Data_analysis,0
Lisp_(programming_language),Computer_programming,1
Social_network,Image_analysis,0
Security,Flow_network,0
Programmer,Computability,1
Undecidable_problem,Mathematical_proof,1
Synchronization,Large_deviations_theory,0
Computer_programming,Discrete_mathematics,1
System_programming,Computer_security,0
Distributed_computing,Embedded_system,0
Cluster_analysis,Interaction_design,0
Automata_theory,Game_theory,0
Graph_theory,Computational_science,1
Peer-to-peer,Automata_theory,0
Object_(computer_science),Number_theory,1
Computational_learning_theory,Central_processing_unit,0
Amortized_analysis,Mathematics,1
Regular_expression,Modular_arithmetic,0
Inference,Interaction_design,0
Compiler,Assembly_language,1
Graphical_user_interface,Number_theory,1
Natural_language,Control_flow,0
File_system,Geometric_modeling,0
Complexity_class,Algorithm,1
Hidden_line_removal,Combinatorics,1
Approximation,Graphical_model,0
Parsing,Computer_programming,1
Machine_learning,Symmetric_multiprocessing,0
Symmetric_multiprocessing,Operating_system,1
Firewall_(computing),Computer,1
Scientific_visualization,Algorithm,1
Economics,Design_pattern_(computer_science),0
Compiler,Computer_architecture,1
Motion_capture,Design_of_experiments,0
Model_of_computation,Integer,1
System_programming,Algorithm,1
Web_search_engine,Discrete_mathematics,1
SQL,Arithmetic,1
Turing_machine,Computer_network,0
Operating_system,Array_data_structure,0
Software_design,Computability,1
Graphical_user_interface,Logic,1
Communications_protocol,Combinatorics,1
Markov_chain,Algebra,1
Algorithm,Prediction,0
Ordinary_differential_equation,Eigenvalues_and_eigenvectors,1
Quantum_mechanics,Scripting_language,0
3D_modeling,Computation,1
Natural_language_processing,Foundations_of_mathematics,1
Ray_tracing_(graphics),Information_assurance,0
Semidefinite_programming,Quantum_cryptography,0
Recursion_(computer_science),Formal_methods,0
Boundary_value_problem,Differential_equation,1
Motion_planning,Debugging,0
Computer_animation,Computer_graphics,1
Telecommunications_network,Query_language,0
High-level_programming_language,Computer,1
Linear_programming,Scalability,0
Personal_computer,Monte_Carlo_method,0
Design_pattern_(computer_science),Computer_network,0
Interaction_design,Computer_programming,1
Automated_theorem_proving,Mathematical_proof,1
Computer,Markov_process,0
Haskell_(programming_language),Variable_(computer_science),1
Gradient_descent,Polynomial,1
Discrete_mathematics,Pushdown_automaton,0
ML_(programming_language),Functional_programming,1
Distributed_algorithms,Firewall_(computing),0
Database_transaction,Model_checking,0
Programming_language,Generic_programming,0
Robotics,Analysis_of_algorithms,1
Communication,Synchronization,0
Type_system,Model_checking,0
Lexical_analysis,Data_structure,1
Data,Regular_language,0
Instruction_set,Computer,1
Randomness,Analysis_of_algorithms,0
Computer_architecture,Mathematical_model,0
Bayesian_probability,Cryptanalysis,0
String_searching_algorithm,Computer_science,1
Complexity,Generic_programming,0
Document_classification,Bayesian_probability,0
Assembly_language,Computational_science,1
Fast_Fourier_transform,Big_data,0
3D_computer_graphics,Problem_solving,1
Computing,Correlation_and_dependence,0
Compiler_optimization,Programming_language,1
Numerical_analysis,Operating_system,0
C++,High-level_programming_language,1
Linked_list,Procedural_programming,0
Computer_animation,Graphics_processing_unit,0
Bayesian_probability,Packet_switching,0
Symbol_table,Graph_theory,1
Scope_(computer_science),Logic,1
Synchronization,Probability,0
String_(computer_science),Computing,1
Higher-order_function,Sequence_alignment,0
Network_security,Data_(computing),1
Pipeline_(computing),Central_processing_unit,1
Probability,Uncertainty,1
Security,Discrete_mathematics,0
Recursion_(computer_science),Computational_science,1
Java_(programming_language),Variable_(computer_science),1
Compiler_optimization,Coding_theory,0
Design_pattern_(computer_science),Eigenvalues_and_eigenvectors,0
Application_programming_interface,Round-off_error,0
Bioinformatics,Database_system,0
Operating_system,Computer_programming,1
Communications_protocol,Lexical_analysis,0
Operating_system,Computer_science,1
Computer,Computation,0
"Best,_worst_and_average_case",Lexical_semantics,0
Scalability,Software_design,1
Computational_complexity_theory,Mathematics,1
List_of_undecidable_problems,Computer_science,1
B-tree,Computer,1
Variable_(computer_science),HTML,0
PageRank,Malware,0
Graph_(mathematics),Mathematical_proof,1
Embedded_system,Input/output,1
Data_warehouse,Data_(computing),1
Time_complexity,Logic,1
